id,justificacion,caracteristica
3185,"Se clasifica como Efectividad porque ""El sistema no permite anular una factura emitida por error"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3962,"Se clasifica como Efectividad porque ""Reembolso aprobado no se refleja en el estado de cuenta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1350,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2514,"Se clasifica como Efectividad porque ""El sistema no descuenta automaticamente el medicamento dispensado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3588,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 12s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1371,"Se clasifica como Efectividad porque ""El modulo de facturacion se cae durante el cierre de caja"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2413,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3371,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3505,"Se clasifica como Efectividad porque ""Codigo de barras de la muestra no es reconocido por el lector"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3895,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1923,"Se clasifica como Efectividad porque ""Cancelacion de cita no libera el cupo en el calendario"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3454,"Se clasifica como Satisfaccion porque ""Calidad de video muy baja pese a tener buena conexion a internet"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
1668,"Se clasifica como Efectividad porque ""Sesion expira antes de finalizar el proceso de agendamiento"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1706,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 33s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1909,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2210,"Se clasifica como Efectividad porque ""Receta electronica llega incompleta desde el modulo de HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2253,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2694,"Se clasifica como Efectividad porque ""Codigo de barras de la muestra no es reconocido por el lector"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2846,"Se clasifica como Efectividad porque ""Firma electronica del medico no se valida al cerrar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2964,"Se clasifica como Libertad de Riesgo porque ""Factura duplicada al reintentar pago"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1023,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1578,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1591,"Se clasifica como Efectividad porque ""El sistema no permite adjuntar el reporte en PDF del laboratorio externo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1832,"Se clasifica como Efectividad porque ""La app no permite actualizar el numero de contacto del paciente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1213,"Se clasifica como Efectividad porque ""El portal muestra disponibilidad para un horario ya ocupado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1238,"Se clasifica como Efectividad porque ""Perdida de calidad en las imagenes al ser visualizadas desde la app"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1612,"Se clasifica como Eficiencia porque ""Retraso de 18s en la disponibilidad de resultados criticos"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1783,"Se clasifica como Cobertura de Contexto porque ""Videollamada se corta a los 4 minutos"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2013,"Se clasifica como Efectividad porque ""Receta electronica llega incompleta desde el modulo de HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2123,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
2492,"Se clasifica como Efectividad porque ""Grabacion de la consulta no se almacena correctamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2837,"Se clasifica como Efectividad porque ""El modulo de facturacion se cae durante el cierre de caja"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2892,"Se clasifica como Efectividad porque ""El modulo de facturacion se cae durante el cierre de caja"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3376,"Se clasifica como Efectividad porque ""Sesion expira antes de finalizar el proceso de agendamiento"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3544,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3624,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3746,"Se clasifica como Efectividad porque ""El modulo de facturacion se cae durante el cierre de caja"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1310,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 19s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1341,"Se clasifica como Libertad de Riesgo porque ""Reintento de transaccion genera doble cobro en la tarjeta"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1837,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2425,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2573,"Se clasifica como Libertad de Riesgo porque ""Datos de otro paciente visibles brevemente al abrir un expediente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3064,"Se clasifica como Efectividad porque ""Reembolso aprobado no se refleja en el estado de cuenta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3166,"Se clasifica como Efectividad porque ""Perdida de la nota de evolucion tras un cierre inesperado de sesion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2479,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2685,"Se clasifica como Efectividad porque ""El campo de diagnostico CIE-10 no permite busqueda por texto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3304,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 21s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3556,"Se clasifica como Efectividad porque ""El medico no puede compartir pantalla con resultados de examenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3922,"Se clasifica como Efectividad porque ""Perdida de calidad en las imagenes al ser visualizadas desde la app"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1200,"Se clasifica como Efectividad porque ""La sesion se cierra automaticamente antes de terminar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1872,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1935,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2232,"Se clasifica como Cobertura de Contexto porque ""El boton de teleconsulta no redirige correctamente a la videollamada"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2680,"Se clasifica como Efectividad porque ""El sistema no reconoce el convenio con la aseguradora"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2753,"Se clasifica como Eficiencia porque ""Tiempo de carga de la ficha clinica supera los 25s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2825,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3288,"Se clasifica como Efectividad porque ""Doble reserva de un mismo cupo por dos pacientes distintos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3364,"Se clasifica como Efectividad porque ""Discrepancia entre el reporte financiero y el modulo de facturacion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3520,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3555,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
1380,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 11s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1599,"Se clasifica como Efectividad porque ""Signos vitales registrados por enfermeria no aparecen en la HCE del medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1937,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1942,"Se clasifica como Efectividad porque ""Signos vitales registrados por enfermeria no aparecen en la HCE del medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2284,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2826,"Se clasifica como Efectividad porque ""Factura generada con el nombre del paciente incorrecto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3108,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3139,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3335,"Se clasifica como Efectividad porque ""El medico no puede compartir pantalla con resultados de examenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3488,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3644,"Se clasifica como Efectividad porque ""Orden de laboratorio duplicada tras reintentar el envio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3748,"Se clasifica como Efectividad porque ""El sistema no permite adjuntar el reporte en PDF del laboratorio externo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1572,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 28s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2475,"Se clasifica como Efectividad porque ""Resultados de examenes no se visualizan en formato PDF"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2885,"Se clasifica como Cobertura de Contexto porque ""El sistema no permite adjuntar imagenes de heridas desde la tablet"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3042,"Se clasifica como Cobertura de Contexto porque ""El sistema no permite adjuntar imagenes de heridas desde la tablet"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3187,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1180,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1395,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2335,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
2384,"Se clasifica como Libertad de Riesgo porque ""El sistema bloquea la dispensacion sin mostrar el motivo"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2590,"Se clasifica como Efectividad porque ""Firma electronica del medico no se valida al cerrar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2601,"Se clasifica como Efectividad porque ""Error al reagendar una cita previamente confirmada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3502,"Se clasifica como Efectividad porque ""El portal muestra disponibilidad para un horario ya ocupado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3623,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3700,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3765,"Se clasifica como Efectividad porque ""Perdida de la nota de evolucion tras un cierre inesperado de sesion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1036,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1168,"Se clasifica como Eficiencia porque ""Tiempo de generacion del reporte mensual supera los 35 minutos"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1950,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1958,"Se clasifica como Cobertura de Contexto porque ""El sistema no permite adjuntar imagenes de heridas desde la tablet"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2686,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 3 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3217,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3494,"Se clasifica como Efectividad porque ""El reporte de ocupacion hospitalaria no se actualiza automaticamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3697,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1058,"Se clasifica como Efectividad porque ""El reporte de ocupacion hospitalaria no se actualiza automaticamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1812,"Se clasifica como Efectividad porque ""Reembolso aprobado no se refleja en el estado de cuenta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2070,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2135,"Se clasifica como Efectividad porque ""Cita agendada no aparece reflejada en el calendario del especialista"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3118,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3252,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3337,"Se clasifica como Efectividad porque ""Inventario del sistema no coincide con el stock fisico del insumo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3499,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1060,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1798,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1945,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2889,"Se clasifica como Efectividad porque ""Signos vitales registrados por enfermeria no aparecen en la HCE del medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3190,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 12s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3296,"Se clasifica como Efectividad porque ""Inventario del sistema no coincide con el stock fisico del insumo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3422,"Se clasifica como Efectividad porque ""Perdida de la nota de evolucion tras un cierre inesperado de sesion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3608,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3698,"Se clasifica como Efectividad porque ""Firma electronica del medico no se valida al cerrar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3714,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3726,"Se clasifica como Eficiencia porque ""Tiempo de espera en el portal supera los 28s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3919,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 14s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3927,"Se clasifica como Libertad de Riesgo porque ""El sistema bloquea la dispensacion sin mostrar el motivo"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1589,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2222,"Se clasifica como Efectividad porque ""El chat de la consulta no permite enviar imagenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2328,"Se clasifica como Efectividad porque ""Firma electronica del medico no se valida al cerrar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2816,"Se clasifica como Efectividad porque ""Error al reagendar una cita previamente confirmada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3140,"Se clasifica como Satisfaccion porque ""Notificaciones push no llegan pese a estar activadas"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
3160,"Se clasifica como Cobertura de Contexto porque ""Boton de confirmar cita no responde en dispositivos moviles"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3216,"Se clasifica como Cobertura de Contexto porque ""Boton de confirmar cita no responde en dispositivos moviles"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3722,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1144,"Se clasifica como Efectividad porque ""El portal muestra disponibilidad para un horario ya ocupado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1322,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1777,"Se clasifica como Efectividad porque ""Error al registrar la dispensacion de un medicamento controlado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2961,"Se clasifica como Efectividad porque ""Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3225,"Se clasifica como Cobertura de Contexto porque ""Version desactualizada del app impide iniciar sesion"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3394,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3638,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 4 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3764,"Se clasifica como Cobertura de Contexto porque ""Tiempo de carga de estudios de imagen supera los 27s"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3916,"Se clasifica como Efectividad porque ""Grabacion de la consulta no se almacena correctamente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1405,"Se clasifica como Efectividad porque ""El medico no puede compartir pantalla con resultados de examenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1894,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2304,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2414,"Se clasifica como Eficiencia porque ""Tiempo de carga de la ficha clinica supera los 15s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2444,"Se clasifica como Efectividad porque ""Exportacion a Excel del reporte gerencial falla de forma intermitente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2547,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3112,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1047,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1416,"Se clasifica como Efectividad porque ""Exportacion a Excel del reporte gerencial falla de forma intermitente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2720,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3156,"Se clasifica como Eficiencia porque ""Notificacion de inicio de teleconsulta llega con retraso de 20s"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3604,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3707,"Se clasifica como Efectividad porque ""Resultado de examen de laboratorio no se sincroniza con la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1164,"Se clasifica como Efectividad porque ""Las imagenes de rayos X no cargan en el visor DICOM"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1526,"Se clasifica como Efectividad porque ""La sesion se cierra automaticamente antes de terminar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1740,"Se clasifica como Cobertura de Contexto porque ""El sistema no permite adjuntar imagenes de heridas desde la tablet"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1790,"Se clasifica como Efectividad porque ""Filtro de especialidad medica no devuelve resultados"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1806,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2062,"Se clasifica como Efectividad porque ""El dashboard de indicadores no refleja los datos del ultimo cierre"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2175,"Se clasifica como Efectividad porque ""El pago del bono de consulta no se refleja tras completarlo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3138,"Se clasifica como Efectividad porque ""Filtro de especialidad medica no devuelve resultados"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3378,"Se clasifica como Efectividad porque ""Reembolso aprobado no se refleja en el estado de cuenta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3752,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1032,"Se clasifica como Libertad de Riesgo porque ""Reintento de transaccion genera doble cobro en la tarjeta"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1121,"Se clasifica como Efectividad porque ""Resultados de examenes no se visualizan en formato PDF"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1304,"Se clasifica como Libertad de Riesgo porque ""Alerta de interaccion medicamentosa no se despliega correctamente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2144,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2752,"Se clasifica como Cobertura de Contexto porque ""El inicio de sesion con biometria falla de forma intermitente"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2945,"Se clasifica como Efectividad porque ""Signos vitales registrados por enfermeria no aparecen en la HCE del medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3183,"Se clasifica como Cobertura de Contexto porque ""Tiempo de carga de estudios de imagen supera los 27s"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3466,"Se clasifica como Efectividad porque ""Cancelacion de cita no libera el cupo en el calendario"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3772,"Se clasifica como Cobertura de Contexto porque ""Consumo elevado de datos moviles al abrir el modulo de citas"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1385,"Se clasifica como Efectividad porque ""Paciente no puede unirse a la sala virtual a la hora agendada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2040,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 5 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2953,"Se clasifica como Efectividad porque ""El sistema no envia la confirmacion por correo electronico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3103,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3794,"Se clasifica como Efectividad porque ""Orden medica no se sincroniza con el modulo de farmacia"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1138,"Se clasifica como Cobertura de Contexto porque ""Boton de confirmar cita no responde en dispositivos moviles"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
1507,"Se clasifica como Efectividad porque ""Perdida de calidad en las imagenes al ser visualizadas desde la app"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1575,"Se clasifica como Efectividad porque ""Perdida de la nota de evolucion tras un cierre inesperado de sesion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
